GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
JaCoCo Ant Example,net.sf.jniinchi,JniInchiStructureEvoSuiteTest,21,167,0,0,9,50,0,13,0,13
JaCoCo Ant Example,net.sf.jniinchi,JniInchiBond,0,93,0,0,0,23,0,12,0,12
JaCoCo Ant Example,net.sf.jniinchi,INCHI_BOND_TYPEEvoSuiteTest,0,52,0,0,0,22,0,8,0,8
JaCoCo Ant Example,net.sf.jniinchi,JniInchiOutputKey,0,38,0,6,0,13,0,7,0,4
JaCoCo Ant Example,net.sf.jniinchi,INCHI_BOND_TYPE,9,84,0,6,0,17,2,9,2,4
JaCoCo Ant Example,net.sf.jniinchi,JniInchiAtom,0,197,0,2,0,50,0,26,0,25
JaCoCo Ant Example,net.sf.jniinchi,INCHI_KEY_STATUS,9,84,0,6,0,17,2,9,2,4
JaCoCo Ant Example,net.sf.jniinchi,JniInchiStructure,18,116,0,4,3,25,3,14,3,12
JaCoCo Ant Example,net.sf.jniinchi,INCHI_OPTION,5,258,0,4,0,27,1,6,1,4
JaCoCo Ant Example,net.sf.jniinchi,JniInchiInput,0,40,0,2,0,16,0,7,0,6
JaCoCo Ant Example,net.sf.jniinchi,INCHI_BOND_STEREO,9,123,0,9,0,23,2,12,2,4
JaCoCo Ant Example,net.sf.jniinchi,JniInchiInputInchi,0,35,0,0,0,14,0,5,0,5
JaCoCo Ant Example,net.sf.jniinchi,INCHI_RET,9,123,0,9,0,23,2,12,2,4
JaCoCo Ant Example,net.sf.jniinchi,JniInchiInputEvoSuiteTest,32,43,0,0,13,16,0,6,0,6
JaCoCo Ant Example,net.sf.jniinchi,JniInchiOutput,0,92,0,0,0,25,0,13,0,13
JaCoCo Ant Example,net.sf.jniinchi,INCHI_STEREOTYPEEvoSuiteTest,0,45,0,0,0,19,0,7,0,7
JaCoCo Ant Example,net.sf.jniinchi,INCHI_STEREOTYPE,9,71,0,5,0,15,2,8,2,4
JaCoCo Ant Example,net.sf.jniinchi,JniInchiAtomEvoSuiteTest,12,422,0,0,3,134,0,24,0,24
JaCoCo Ant Example,net.sf.jniinchi,INCHI_RETEvoSuiteTest,0,73,0,0,0,31,0,11,0,11
JaCoCo Ant Example,net.sf.jniinchi,JniInchiInputData,0,22,0,0,0,8,0,4,0,4
JaCoCo Ant Example,net.sf.jniinchi,INCHI_PARITYEvoSuiteTest,0,52,0,0,0,22,0,8,0,8
JaCoCo Ant Example,net.sf.jniinchi,INCHI_STATUS,9,97,0,7,0,19,2,10,2,4
JaCoCo Ant Example,net.sf.jniinchi,INCHI_RADICAL,9,71,0,5,0,15,2,8,2,4
JaCoCo Ant Example,net.sf.jniinchi,JniInchiStereo0D,0,176,0,2,0,30,0,16,0,15
JaCoCo Ant Example,net.sf.jniinchi,INCHI_OPTIONEvoSuiteTest,0,14,0,0,0,6,0,3,0,3
JaCoCo Ant Example,net.sf.jniinchi,INCHI_STATUSEvoSuiteTest,0,59,0,0,0,25,0,9,0,9
JaCoCo Ant Example,net.sf.jniinchi,JniInchiBondEvoSuiteTest,0,196,0,0,0,49,0,9,0,9
JaCoCo Ant Example,net.sf.jniinchi,JniInchiInputDataEvoSuiteTest,0,57,0,0,0,15,0,4,0,4
JaCoCo Ant Example,net.sf.jniinchi,INCHI_KEY,9,110,0,8,0,21,2,11,2,4
JaCoCo Ant Example,net.sf.jniinchi,JniInchiException,11,0,0,0,6,0,3,0,3,0
JaCoCo Ant Example,net.sf.jniinchi,INCHI_BOND_STEREOEvoSuiteTest,0,85,0,0,0,37,0,14,0,14
JaCoCo Ant Example,net.sf.jniinchi,JniInchiWrapper,429,51,43,5,107,13,37,3,13,3
JaCoCo Ant Example,net.sf.jniinchi,JniInchiOutputKeyEvoSuiteTest,19,53,0,0,6,20,0,6,0,6
JaCoCo Ant Example,net.sf.jniinchi,JniInchiInputInchiEvoSuiteTest,23,35,0,0,10,12,0,5,0,5
JaCoCo Ant Example,net.sf.jniinchi,LoadNativeLibraryException,11,0,0,0,6,0,3,0,3,0
JaCoCo Ant Example,net.sf.jniinchi,INCHI_KEY_STATUSEvoSuiteTest,0,46,0,0,0,19,0,7,0,7
JaCoCo Ant Example,net.sf.jniinchi,INCHI_RADICALEvoSuiteTest,0,39,0,0,0,16,0,6,0,6
JaCoCo Ant Example,net.sf.jniinchi,INCHI_KEYEvoSuiteTest,0,102,0,0,0,46,0,19,0,19
JaCoCo Ant Example,net.sf.jniinchi,JniInchiOutputStructure,0,87,0,0,0,23,0,11,0,11
JaCoCo Ant Example,net.sf.jniinchi,Main,290,0,12,0,66,0,10,0,4,0
JaCoCo Ant Example,net.sf.jniinchi,INCHI_PARITY,9,84,0,6,0,17,2,9,2,4
JaCoCo Ant Example,net.sf.jniinchi,JniInchiOutputStructureEvoSuiteTest,0,110,0,0,0,27,0,7,0,7
JaCoCo Ant Example,net.sf.jniinchi,JniInchiStereo0DEvoSuiteTest,5,308,0,0,3,79,0,13,0,13
JaCoCo Ant Example,net.sf.jniinchi,JniInchiOutputEvoSuiteTest,0,229,0,0,0,59,0,12,0,12
